traveller_type,city,n,mean_composite,median_composite,std,ci95,mean_delta,rank
Family,Buenos Aires,459.0,8.923311546840958,8.928571428571427,0.12016011285857472,0.010992843778120783,0.10468409586056639,22
Family,Mexico City,494.0,8.858241758241759,8.864285714285714,0.11763260122411882,0.010373380245238956,0.14048582995951436,23
Family,Cairo,484.0,8.846664698937428,8.857142857142856,0.11536868171246595,0.010278300734383329,0.12844352617079907,24
Family,Lagos,532.0,8.77908163265306,8.785714285714286,0.12050013229005797,0.01023971287169309,0.16083959899749387,25
Solo,Dubai,443.0,9.091938084488874,9.085714285714285,0.11776953410394378,0.010966982872903675,-0.10948081264108368,1
Solo,Amsterdam,414.0,9.085610766045548,9.07857142857143,0.11720370782222098,0.011290086047277983,-0.11819645732689198,2
Solo,Shanghai,446.0,9.049359385009609,9.057142857142855,0.11750404938991844,0.010905396877926105,-0.087556053811659,3
Solo,Singapore,443.0,9.04750080619155,9.057142857142857,0.12112531407228382,0.011279481191913208,-0.08773513920240765,4
Solo,Rome,378.0,9.036318972033259,9.035714285714286,0.12227614224373817,0.012326844000851373,-0.08346560846560833,5
Solo,Barcelona,393.0,9.03238822246456,9.014285714285716,0.11382228050519409,0.011253486101631823,-0.08787107718405417,6
Solo,Toronto,398.0,9.029253409906676,9.042857142857143,0.10826649134906993,0.010636741328707414,-0.09020100502512579,7
Solo,Wellington,446.0,9.010089686098654,9.014285714285714,0.12396514518815409,0.011505042714064464,-0.07619581464872945,8
Solo,Seoul,418.0,9.005775803144223,9.014285714285714,0.11994115967332904,0.011498367208881834,-0.07962519936204177,9
Solo,Bangkok,416.0,9.001717032967033,9.0,0.114333015995605,0.010987049115717611,-0.06794871794871771,10
Solo,Berlin,412.0,8.998266296809986,9.0,0.11332129584757704,0.010942561482537269,-0.07071197411003212,11
Solo,Moscow,406.0,8.969528501055594,8.971428571428572,0.11724308039807546,0.011404605707401268,-0.04975369458128074,12
Solo,Tokyo,416.0,8.96301510989011,8.971428571428572,0.1177168029713791,0.011312220575389283,-0.055368589743589665,13
Solo,Cape Town,409.0,8.960321341250436,8.97142857142857,0.12109600416614642,0.011736111589285315,-0.05961695191524038,14
Solo,Paris,392.0,8.938520408163264,8.942857142857145,0.12190288630993798,0.012067770057835785,-0.047363945578231356,15
Solo,Istanbul,415.0,8.902203098106714,8.885714285714286,0.11412197146792226,0.010979973413449036,-0.03413654618473919,16
Solo,Sydney,434.0,8.891244239631337,8.885714285714286,0.1201971792488903,0.011308512501925804,-0.02926267281106019,17
Solo,London,413.0,8.866862677274298,8.87142857142857,0.11432863951591396,0.011026459357721547,-0.017675544794188994,18
Solo,Rio de Janeiro,405.0,8.86215167548501,8.87142857142857,0.11895987127078472,0.011585880514710085,-0.008312757201645987,19
Solo,Mumbai,422.0,8.840792146242384,8.842857142857143,0.12137852511556445,0.01158088374342446,0.003830963665086861,20
Solo,Buenos Aires,395.0,8.825461121157323,8.814285714285715,0.12352785021192364,0.012182106919585678,0.005232067510548475,21
Solo,New York,436.0,8.809534731323723,8.8,0.12184903062631346,0.01143760002753481,-0.008448012232415952,22
Solo,Cairo,438.0,8.758447488584476,8.757142857142858,0.1114396081573773,0.010436589275664189,0.03839421613394233,23
Solo,Mexico City,431.0,8.750447464368579,8.757142857142858,0.11855266862395095,0.01119254297761315,0.030433101314772018,24
Solo,Lagos,425.0,8.684268907563025,8.685714285714285,0.12118385323955548,0.011521429423188598,0.06392156862745109,25
